Subject Offered Summary Key,Composite Subject Key,Term Code,Course Number,Subject Id,Subject Id Sort,Subject Title,Master Subject Id,Master Subject Id Sort,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Total Units,Lecture Units,Lab Units,Preparation Units,Subject Enrollment Number,Cluster Enrollment Number,Warehouse Load Date,Num Enrolled Students,Subject Grouping Key,Subject Summary Key
2.0031997SP,2.0031997SP,1997SP,2,2.003,2.003,Systems Modeling & Dynamics I,2.003,2.003,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Gossard, David",900023806,12,4,0,8,39,,5/8/01 0:00,39,86CD649588730327E0440003BACE90BC,2.0031997SP
2.0041997SP,2.0041997SP,1997SP,2,2.004,2.004,Systems Modeling & Dynamics II,2.004,2.004,J,Joint subject,"2.004, 13.013",N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Williams, James",900022255,9,4,0,5,99,102,5/8/01 0:00,99,86CD649588740327E0440003BACE90BC,2.0041997SP
2.0061997SP,2.0061997SP,1997SP,2,2.006,2.006,Thermal-Fluids Engineering II,2.006,2.006,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Hart, Douglas",900024329,12,4,0,8,115,,5/8/01 0:00,115,86CD649588760327E0440003BACE90BC,2.0061997SP
2.0071997SP,2.0071997SP,1997SP,2,2.007,2.007,Design and Manufacturing I,2.007,2.007,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Slocum, Alexander",900022251,12,3,3,6,146,,5/8/01 0:00,146,86CD649588770327E0440003BACE90BC,2.0071997SP
2.0081997SP,2.0081997SP,1997SP,2,2.008,2.008,Design and Manufacturing II,2.008,2.008,,,,N,Not for graduate credit,2,Mechanical Engineering,Engineering,"Chun, Jung-hoon",900012476,12,3,5,4,72,,5/8/01 0:00,72,86CD649588780327E0440003BACE90BC,2.0081997SP
1.921997SP,1.921997SP,1997SP,1,1.92,1.92,Adv Civ & Envir Eng Internship,1.92,1.92,,,,G,Graduate program,1,Civil and Environmental Eng,Engineering,"Buyukozturk, Oral",900017152,6,0,6,0,0,,5/8/01 0:00,0,86CD6495878E0327E0440003BACE90BC,1.921997SP
1.9611997SP,1.9611997SP,1997SP,1,1.961,1.961,Sp Grad Stud: Civil & Env Eng,1.961,1.961,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Miller, J",900015102,1,0,1,0,9,,5/8/01 0:00,9,86CD6495880E0327E0440003BACE90BC,1.9611997SP
1.321997SP,1.321997SP,1997SP,1,1.32,1.32,Intro Engineering Geology,1.32,1.32,,,,N,Not for graduate credit,1,Civil and Environmental Eng,Engineering,"Einstein, Herbert",900012303,12,3,3,6,13,,5/8/01 0:00,13,86CD6495877E0327E0440003BACE90BC,1.321997SP
1.341997SP,1.341997SP,1997SP,1,1.34,1.34,Waste Containment & Remed Tech,1.34,1.34,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Culligan, Patricia",900005381,12,3,0,9,28,,5/8/01 0:00,28,86CD6495877F0327E0440003BACE90BC,1.341997SP
1.4201997SP,1.4201997SP,1997SP,1,1.42,1.42,Innovation in Construction,1.42,1.42,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Slaughter, Sarah",900040859,9,3,0,6,11,,5/8/01 0:00,11,86CD649587FE0327E0440003BACE90BC,1.4201997SP
1.4411997SP,1.4411997SP,1997SP,1,1.441,1.441,Public Infrastructure Develpmt,1.441,1.441,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Miller, J",900015102,9,3,0,6,15,,5/8/01 0:00,15,86CD649587FF0327E0440003BACE90BC,1.4411997SP
1.4821997SP,1.4821997SP,1997SP,1,1.482,1.482,Studies:Construction Eng & Mgt,1.482,1.482,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Moavenzadeh, Fred",900019284,1,0,1,0,0,,5/8/01 0:00,0,86CD649588030327E0440003BACE90BC,1.4821997SP
1.5421997SP,1.5421997SP,1997SP,1,1.542,1.542,Behavior of Steel Structures,1.542,1.542,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Stewart, Cynthia",900018738,12,3,0,9,14,,5/8/01 0:00,14,86CD649588040327E0440003BACE90BC,1.5421997SP
1.5891997SP,1.5891997SP,1997SP,1,1.589,1.589,Stud:Structural Design &Analys,1.589,1.589,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Buyukozturk, Oral",900017152,1,0,1,0,1,,5/8/01 0:00,1,86CD649588050327E0440003BACE90BC,1.5891997SP
HAA.09141998SP,HAA.00001998SP,1998SP,HAA,HAA.0914,HAA.0914,Mesoamerica:Central Amer,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.09141998SP
HAA.09611998SP,HAA.00001998SP,1998SP,HAA,HAA.0961,HAA.0961,E Asian St 91r-Rd& Rsrch,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.09611998SP
HAA.097C1998SP,HAA.00001998SP,1998SP,HAA,HAA.097C,HAA.097C,Int Intermd Chinse Cont,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.097C1998SP
HAA.10021998SP,HAA.00001998SP,1998SP,HAA,HAA.1002,HAA.1002,Psych 2000a:Adv Soc Psych I,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.10021998SP
HAA.10501998SP,HAA.00001998SP,1998SP,HAA,HAA.1050,HAA.1050,Phys 143a:Quantum Mech I,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.10501998SP
HAA.10961998SP,HAA.00001998SP,1998SP,HAA,HAA.1096,HAA.1096,Slavic Dr:Rdgs Int/Adv Polish,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.10961998SP
HAA.11071998SP,HAA.00001998SP,1998SP,HAA,HAA.1107,HAA.1107,Race &Pol Since Reconstr,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.11071998SP
HAA.11451998SP,HAA.00001998SP,1998SP,HAA,HAA.1145,HAA.1145,"Psy 2640:Cond,Cycles &Sprials",HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.11451998SP
HAA.11721998SP,HAA.00001998SP,1998SP,HAA,HAA.1172,HAA.1172,Econ 2140d: Unemployment,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.11721998SP
HAA.11931998SP,HAA.00001998SP,1998SP,HAA,HAA.1193,HAA.1193,The Psych of Control,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.11931998SP
HAA.12261998SP,HAA.00001998SP,1998SP,HAA,HAA.1226,HAA.1226,Bio 105:Latn Am Land Use,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.12261998SP
HAA.12661998SP,HAA.00001998SP,1998SP,HAA,HAA.1266,HAA.1266,Behvrl Biology of Women,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.12661998SP
HAA.12791998SP,HAA.00001998SP,1998SP,HAA,HAA.1279,HAA.1279,Latin 117: Livy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.12791998SP
HAA.13031998SP,HAA.00001998SP,1998SP,HAA,HAA.1303,HAA.1303,Astro 14:Universe &Everything,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.13031998SP
HAA.08881998SP,HAA.00001998SP,1998SP,HAA,HAA.0888,HAA.0888,Afro-Am 151:Jazz Aft '60,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.08881998SP
HAA.13491998SP,HAA.00001998SP,1998SP,HAA,HAA.1349,HAA.1349,Mod Fict: Narrating Body,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.13491998SP
HAA.13921998SP,HAA.00001998SP,1998SP,HAA,HAA.1392,HAA.1392,CS288:Comp Models of Discourse,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.13921998SP
HAA.14241998SP,HAA.00001998SP,1998SP,HAA,HAA.1424,HAA.1424,Phil 290: Current Phil,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.14241998SP
HAA.14341998SP,HAA.00001998SP,1998SP,HAA,HAA.1434,HAA.1434,Phil 236:Metaphysics & Ethics,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.14341998SP
HAA.14541998SP,HAA.00001998SP,1998SP,HAA,HAA.1454,HAA.1454,Soc 75: 3rd World Urbanization,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.14541998SP
SP.7511998SP,SP.7511998SP,1998SP,SP,SP.751, SP.751,Woodwork Design & Fabrication,SP.751, SP.751,,,,N,Not for graduate credit,EDG,Edgerton Center,"MIT, academic",,,6,1,3,2,8,,5/8/01 0:00,8,,SP.7511998SP
21A.2301998SP,21A.2301998SP,1998SP,21A,21A.230,21A.230,Contemporary Family,21A.230,21A.230,J,Joint subject,"21A.230, SP.456",N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences","Jackson, Jean",900024569,12,3,0,9,69,72,5/8/01 0:00,69,86CD64959CFA0327E0440003BACE90BC,21A.2301998SP
21A.2311998SP,21A.2311998SP,1998SP,21A,21A.231,21A.231,"Gender, Sexuality, and Society",21A.231,21A.231,J,Joint subject,"21A.231, SP.455",N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences","Jackson, Jean",900024569,12,3,0,9,11,14,5/8/01 0:00,11,86CD64959CFB0327E0440003BACE90BC,21A.2311998SP
21A.4531998SP,21A.4531998SP,1998SP,21A,21A.453,21A.453,Culture Hist of Middle East,21A.453,21A.453,,,,N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences","Slyomovics, Susan",SSLYO21A,12,3,0,9,3,,5/8/01 0:00,3,86CD64959CFD0327E0440003BACE90BC,21A.4531998SP
21A.8971998SP,21A.8971998SP,1998SP,21A,21A.897,21A.897,Special Topics in Anthropology,21A.897,21A.897,,,,N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences","Howe, James",900024161,1,0,1,0,0,,5/8/01 0:00,0,86CD64959CFF0327E0440003BACE90BC,21A.8971998SP
21A.THU1998SP,21A.THU1998SP,1998SP,21A,21A.THU,21A.THU,Anthropology Thesis,21A.THU,21A.THU,,,,N,Not for graduate credit,21A,Anthropology,"Hum, Arts & Social Sciences","Howe, James",900024161,1,0,1,0,1,,5/8/01 0:00,1,86CD64959D010327E0440003BACE90BC,21A.THU1998SP
1.631997SP,1.631997SP,1997SP,1,1.63,1.63,Topics: Environ Fluid Dynamics,1.63,1.63,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Mei, Chiang",900029252,12,3,0,9,9,,5/8/01 0:00,9,86CD649587850327E0440003BACE90BC,1.631997SP
1.661997SP,1.661997SP,1997SP,1,1.66,1.66,Probs-Water Resources &Env Eng,1.66,1.66,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Hemond, Harold",900015502,1,0,1,0,0,,5/8/01 0:00,0,86CD649587860327E0440003BACE90BC,1.661997SP
1.6991997SP,13.9991997SP,1997SP,1,1.699,1.699,Spec Projects: Ocean Eng,13.999,13.999,J,Joint subject,"1.699, 13.999",H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Peirson, A",JPEIRWHOI,1,0,1,0,0,0,5/8/01 0:00,0,86CD64958B8F0327E0440003BACE90BC,1.6991997SP
1.7311997SP,1.7311997SP,1997SP,1,1.731,1.731,Water Resource Systems,1.731,1.731,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Mc Laughlin, Dennis",900026886,12,3,0,9,11,,5/8/01 0:00,11,86CD6495880A0327E0440003BACE90BC,1.7311997SP
1.7611997SP,1.7611997SP,1997SP,1,1.761,1.761,Environmental Chem. Kinetics,1.761,1.761,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Voelker, Bettina",900040811,12,3,0,9,9,,5/8/01 0:00,9,86CD6495880B0327E0440003BACE90BC,1.7611997SP
1.8121997SP,1.8121997SP,1997SP,1,1.812,1.812,"Regul: Chem,Radiation,Biotechn",1.812,1.812,J,Joint subject,"1.812, TPP.34",H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Ashford, Nicholas",900026978,12,3,0,9,6,6,5/8/01 0:00,6,86CD6495880D0327E0440003BACE90BC,1.8121997SP
1.831997SP,1.831997SP,1997SP,1,1.83,1.83,Environmental Organic Chem,1.83,1.83,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Gschwend, Philip",900028747,12,3,0,9,19,,5/8/01 0:00,19,86CD6495878A0327E0440003BACE90BC,1.831997SP
1.851997SP,1.851997SP,1997SP,1,1.85,1.85,Wastewater Treatment Engin,1.85,1.85,,,,G,Graduate program,1,Civil and Environmental Eng,Engineering,"Pincince, A",900014910,9,3,0,6,30,,5/8/01 0:00,30,86CD6495878B0327E0440003BACE90BC,1.851997SP
1.271997SP,1.271997SP,1997SP,1,1.27,1.27,Studies-Transport Engineering,1.27,1.27,,,,H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Wilson, Nigel",900029642,1,0,1,0,1,,5/8/01 0:00,1,86CD6495877D0327E0440003BACE90BC,1.271997SP
14.URG1997SU,14.URG1997SU,1997SU,14,14.URG, 14.URG,Undergraduate Research,14.URG, 14.URG,,,,N,Not for graduate credit,14,Economics,"Hum, Arts & Social Sciences","Smith, Lones",900024470,1,0,1,0,1,,5/8/01 0:00,1,86CD64958F7A0327E0440003BACE90BC,14.URG1997SU
15.0121997SU,15.0121997SU,1997SU,15,15.012,15.012,Appl Macro & Internatl Econ,15.012,15.012,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,6,2,0,4,56,,5/8/01 0:00,56,86CD64958F7B0327E0440003BACE90BC,15.0121997SU
15.0601997SU,15.0601997SU,1997SU,15,15.06,15.06,"Data, Models, & Decisions",15.06,15.06,,,,G,Graduate program,15,Management,Sloan School of Management,,,12,4,0,8,0,,5/8/01 0:00,0,86CD64958F7D0327E0440003BACE90BC,15.0601997SU
15.0611997SU,15.0611997SU,1997SU,15,15.061,15.061,Intermediate Statistics,15.061,15.061,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,6,2,0,4,55,,5/8/01 0:00,55,86CD64958F7E0327E0440003BACE90BC,15.0611997SU
15.0631997SU,15.0631997SU,1997SU,15,15.063,15.063,Mgt Decision Support Models,15.063,15.063,,,,G,Graduate program,15,Management,Sloan School of Management,,,9,3,0,6,57,,5/8/01 0:00,57,86CD64958F7F0327E0440003BACE90BC,15.0631997SU
15.0751997SU,15.0751997SU,1997SU,15,15.075,15.075,Applied Statistics,15.075,15.075,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,12,3,0,9,0,,5/8/01 0:00,0,86CD64958F810327E0440003BACE90BC,15.0751997SU
15.3161997SU,15.3161997SU,1997SU,15,15.316,15.316,Organiz Leadership & Change,15.316,15.316,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,1,0,1,0,42,,5/8/01 0:00,42,86CD64958F820327E0440003BACE90BC,15.3161997SU
15.3611997SU,15.3611997SU,1997SU,15,15.361,15.361,The Human Side of Technology,15.361,15.361,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,9,3,0,6,56,,5/8/01 0:00,56,86CD64958F830327E0440003BACE90BC,15.3611997SU
15.5121997SU,15.5121997SU,1997SU,15,15.512,15.512,Managerial & Finanl Accounting,15.512,15.512,,,,G,Graduate program,15,Management,Sloan School of Management,,,9,3,0,6,56,,5/8/01 0:00,56,86CD64958F860327E0440003BACE90BC,15.5121997SU
15.5151997SU,15.5151997SU,1997SU,15,15.515,15.515,Financial & Managerial Acctg,15.515,15.515,,,,G,Graduate program,15,Management,Sloan School of Management,,,12,4,0,8,49,,5/8/01 0:00,49,86CD64958F870327E0440003BACE90BC,15.5151997SU
15.7611997SU,15.7611997SU,1997SU,15,15.761,15.761,Operations Management,15.761,15.761,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,9,3,0,6,78,,5/8/01 0:00,78,86CD64958F890327E0440003BACE90BC,15.7611997SU
15.7791997SU,15.7791997SU,1997SU,15,15.779,15.779,Manufacturing Management,15.779,15.779,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,6,2,0,4,80,,5/8/01 0:00,80,86CD64958F8C0327E0440003BACE90BC,15.7791997SU
15.7941997SU,15.7941997SU,1997SU,15,15.794,15.794,Research Proj in Manufacturing,15.794,15.794,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,1,0,1,0,48,,5/8/01 0:00,48,86CD64958F8D0327E0440003BACE90BC,15.7941997SU
15.9611997SU,15.9611997SU,1997SU,15,15.961,15.961,Spec Studies in Management,15.961,15.961,,,,H,Higher level graduate program,15,Management,Sloan School of Management,"Hill, Cindy",900021511,1,0,1,0,2,,5/8/01 0:00,2,86CD64958F8E0327E0440003BACE90BC,15.9611997SU
15.THG1997SU,15.THG1997SU,1997SU,15,15.THG, 15.THG,Thesis,15.THG, 15.THG,,,,H,Higher level graduate program,15,Management,Sloan School of Management,,,1,0,1,0,37,,5/8/01 0:00,37,86CD64958F910327E0440003BACE90BC,15.THG1997SU
15.URG1997SU,15.URG1997SU,1997SU,15,15.URG, 15.URG,Undergraduate Research,15.URG, 15.URG,,,,N,Not for graduate credit,15,Management,Sloan School of Management,,,1,0,1,0,2,,5/8/01 0:00,2,86CD64958F920327E0440003BACE90BC,15.URG1997SU
16.671997SU,16.671997SU,1997SU,16,16.67,16.67,Engineering Internship,16.67,16.67,,,,N,Not for graduate credit,16,Aeronautics and Astronautics,Engineering,,,6,0,6,0,6,,5/8/01 0:00,6,86CD64958F050327E0440003BACE90BC,16.671997SU
16.8801997SU,16.8801997SU,1997SU,16,16.88,16.88,Systems Engineering,16.88,16.88,,,,H,Higher level graduate program,16,Aeronautics and Astronautics,Engineering,,,12,3,1,8,39,,5/8/01 0:00,39,86CD64958F940327E0440003BACE90BC,16.8801997SU
16.NIV1997SU,16.NIV1997SU,1997SU,16,16.NIV, 16.NIV,Visiting Student Research,16.NIV, 16.NIV,,,,N,Not for graduate credit,16,Aeronautics and Astronautics,Engineering,,,40,0,40,0,2,,5/8/01 0:00,2,,16.NIV1997SU
1.6991997SU,13.9991997SU,1997SU,1,1.699,1.699,Spec Projects: Ocean Eng,13.999,13.999,J,Joint subject,"1.699, 13.999",H,Higher level graduate program,1,Civil and Environmental Eng,Engineering,"Peirson, A",JPEIRWHOI,1,0,1,0,1,4,5/8/01 0:00,1,86CD64958F730327E0440003BACE90BC,1.6991997SU
1.921997SU,1.921997SU,1997SU,1,1.92,1.92,Adv Civ & Envir Eng Internship,1.92,1.92,,,,G,Graduate program,1,Civil and Environmental Eng,Engineering,,,6,0,6,0,0,,5/8/01 0:00,0,86CD64958EE60327E0440003BACE90BC,1.921997SU
1.9681997SU,1.9681997SU,1997SU,1,1.968,1.968,Grad Studies: Civil & Env Eng,1.968,1.968,,,,G,Graduate program,1,Civil and Environmental Eng,Engineering,"Stewart, Cynthia",900018738,1,0,1,0,1,,5/8/01 0:00,1,86CD64958EF70327E0440003BACE90BC,1.9681997SU
1.9821997SU,1.9821997SU,1997SU,1,1.982,1.982,Research: Civil & Environ Eng,1.982,1.982,,,,G,Graduate program,1,Civil and Environmental Eng,Engineering,,,1,0,1,0,67,,5/8/01 0:00,67,86CD64958EF90327E0440003BACE90BC,1.9821997SU
1.NIV1997SU,1.NIV1997SU,1997SU,1,1.NIV,  1.NIV,Visiting Student Research,1.NIV,  1.NIV,,,,N,Not for graduate credit,1,Civil and Environmental Eng,Engineering,,,40,0,40,0,2,,5/8/01 0:00,2,,1.NIV1997SU
5.5111998FA,5.5111998FA,1998FA,5,5.511,5.511,Synthetic Organic Chemistry I,5.511,5.511,,,,H,Higher level graduate program,5,Chemistry,Science,"Danheiser, Rick",900016372,9,3,0,6,18,,5/8/01 0:00,18,86CD649591BD0327E0440003BACE90BC,5.5111998FA
5.611998FA,5.611998FA,1998FA,5,5.61,5.61,Physical Chemistry,5.61,5.61,,,,N,Not for graduate credit,5,Chemistry,Science,"Ceyer, Sylvia",900024456,12,4,0,8,47,,5/8/01 0:00,47,86CD6495902C0327E0440003BACE90BC,5.611998FA
6.0011998FA,6.0011998FA,1998FA,6,6.001,6.001,Struct & Interp:Computer Progs,6.001,6.001,,,,N,Not for graduate credit,6,Electrical Eng & Computer Sci,Engineering,"Boning, Duane",900027757,15,5,3,7,161,,5/8/01 0:00,161,86CD649591CA0327E0440003BACE90BC,6.0011998FA
4.3931998FA,4.3931998FA,1998FA,4,4.393,4.393,Spec Problems: Visual Arts,4.393,4.393,,,,N,Not for graduate credit,4,Architecture,Architecture and Planning,"Bard, Perry",900042053,1,0,1,0,0,,5/8/01 0:00,0,86CD649591730327E0440003BACE90BC,4.3931998FA
4.3961998FA,4.3961998FA,1998FA,4,4.396,4.396,Spec Problems: Visual Arts,4.396,4.396,,,,H,Higher level graduate program,4,Architecture,Architecture and Planning,"Wodiczko, Krzysztof",900024240,1,0,1,0,1,,5/8/01 0:00,1,86CD649591760327E0440003BACE90BC,4.3961998FA
4.4111998FA,4.4111998FA,1998FA,4,4.411,4.411,Building Technology Lab,4.411,4.411,,,,N,Not for graduate credit,4,Architecture,Architecture and Planning,"Norford, Leslie",900021662,12,2,4,6,20,,5/8/01 0:00,20,86CD6495917D0327E0440003BACE90BC,4.4111998FA
4.421998FA,4.421998FA,1998FA,4,4.42,4.42,Fundamentals of Energy: Buildg,4.42,4.42,J,Joint subject,"1.42, 2.45, 4.42",N,Not for graduate credit,4,Architecture,Architecture and Planning,"Glicksman, Leon",900026100,12,3,0,9,8,13,5/8/01 0:00,8,86CD649590200327E0440003BACE90BC,4.421998FA
