Subject Offered Summary Key,Composite Subject Key,Term Code,Course Number,Subject Id,Subject Id Sort,Subject Title,Master Subject Id,Master Subject Id Sort,Cluster Type,Cluster Type Desc,Cluster List,Hgn Code,Hgn Code Desc,Offer Dept Code,Offer Dept Name,Offer School Name,Responsible Faculty Name,Responsible Faculty Mit Id,Total Units,Lecture Units,Lab Units,Preparation Units,Subject Enrollment Number,Cluster Enrollment Number,Warehouse Load Date,Num Enrolled Students,Subject Grouping Key,Subject Summary Key
9.971997SP,9.971997SP,1997SP,9,9.97,9.97,Independent Activities,9.97,9.97,,,,N,Not for graduate credit,9,Brain and Cognitive Sciences,Science,"Graybiel, A",900008933,1,0,1,0,0,,5/8/01 0:00,0,86CD649587EB0327E0440003BACE90BC,9.971997SP
9.981997SP,9.981997SP,1997SP,9,9.98,9.98,Independent Activities,9.98,9.98,,,,N,Not for graduate credit,9,Brain and Cognitive Sciences,Science,"Poggio, T",900008483,1,0,1,0,0,,5/8/01 0:00,0,86CD649587EC0327E0440003BACE90BC,9.981997SP
9.UR1997SP,9.UR1997SP,1997SP,9,9.UR,  9.UR,Undergraduate Research,9.UR,  9.UR,,,,N,Not for graduate credit,9,Brain and Cognitive Sciences,Science,"Hein, Alan",900017394,1,0,1,0,12,,5/8/01 0:00,12,86CD649587ED0327E0440003BACE90BC,9.UR1997SP
10.1001997SP,10.1001997SP,1997SP,10,10.1,10.1,Interdisciplinary Res in BME,10.1,10.1,,,,N,Not for graduate credit,10,Chemical Engineering,Engineering,,,12,1,8,3,2,,5/8/01 0:00,2,86CD64958A760327E0440003BACE90BC,10.1001997SP
8.THG1997SP,8.THG1997SP,1997SP,8,8.THG,  8.THG,Thesis,8.THG,  8.THG,,,,H,Higher level graduate program,8,Physics,Science,"Koster, George",900018077,1,0,1,0,82,,5/8/01 0:00,82,86CD64958A590327E0440003BACE90BC,8.THG1997SP
8.THU1997SP,8.THU1997SP,1997SP,8,8.THU,  8.THU,Thesis,8.THU,  8.THU,,,,N,Not for graduate credit,8,Physics,Science,"Matthews, June",900029141,1,0,1,0,55,,5/8/01 0:00,55,86CD64958A5A0327E0440003BACE90BC,8.THU1997SP
6.9921997SP,6.9921997SP,1997SP,6,6.992,6.992,Res-Elec Eng & Comp Sci,6.992,6.992,,,,G,Graduate program,6,Electrical Eng & Computer Sci,Engineering,"Smith, Arthur",900026061,1,0,1,0,51,,5/8/01 0:00,51,86CD64958A140327E0440003BACE90BC,6.9921997SP
6.9931997SP,6.9931997SP,1997SP,6,6.993,6.993,Res-Elec Eng & Comp Sci,6.993,6.993,,,,G,Graduate program,6,Electrical Eng & Computer Sci,Engineering,"Smith, Arthur",900026061,1,0,1,0,21,,5/8/01 0:00,21,86CD64958A150327E0440003BACE90BC,6.9931997SP
6.9951997SP,6.9951997SP,1997SP,6,6.995,6.995,Res-Elec Eng & Comp Sci,6.995,6.995,,,,G,Graduate program,6,Electrical Eng & Computer Sci,Engineering,"Smith, Arthur",900026061,1,0,1,0,6,,5/8/01 0:00,6,86CD64958A170327E0440003BACE90BC,6.9951997SP
6.9971997SP,6.9971997SP,1997SP,6,6.997,6.997,Res-Elec Eng & Comp Sci,6.997,6.997,,,,G,Graduate program,6,Electrical Eng & Computer Sci,Engineering,"Smith, Arthur",900026061,1,0,1,0,6,,5/8/01 0:00,6,86CD64958A190327E0440003BACE90BC,6.9971997SP
6.9991997SP,6.9991997SP,1997SP,6,6.999,6.999,Res-Elec Eng & Comp Sci,6.999,6.999,,,,G,Graduate program,6,Electrical Eng & Computer Sci,Engineering,"Smith, Arthur",900026061,1,0,1,0,5,,5/8/01 0:00,5,86CD64958A1B0327E0440003BACE90BC,6.9991997SP
6.NIV1997SP,6.NIV1997SP,1997SP,6,6.NIV,  6.NIV,Visiting Student Research,6.NIV,  6.NIV,,,,N,Not for graduate credit,6,Electrical Eng & Computer Sci,Engineering,,,40,0,40,0,11,,5/8/01 0:00,11,,6.NIV1997SP
6.UR1997SP,6.UR1997SP,1997SP,6,6.UR,  6.UR,Undergraduate Research,6.UR,  6.UR,,,,N,Not for graduate credit,6,Electrical Eng & Computer Sci,Engineering,"Hunter, Anne",900016120,1,0,1,0,17,,5/8/01 0:00,17,86CD649587BD0327E0440003BACE90BC,6.UR1997SP
7.0131997SP,7.0131997SP,1997SP,7,7.013,7.013,Introductory Biology,7.013,7.013,,,,N,Not for graduate credit,7,Biology,Science,"Verghis, Susan",900014987,12,5,0,7,216,,5/8/01 0:00,216,86CD64958A200327E0440003BACE90BC,7.0131997SP
7.0141997SP,7.0141997SP,1997SP,7,7.014,7.014,Introductory Biology,7.014,7.014,,,,N,Not for graduate credit,7,Biology,Science,"White, Brian",900012390,12,5,0,7,185,,5/8/01 0:00,185,86CD64958A210327E0440003BACE90BC,7.0141997SP
7.021997SP,7.021997SP,1997SP,7,7.02,7.02,Intro to Experimental Biology,7.02,7.02,,,,N,Not for graduate credit,7,Biology,Science,"King, Jonathan",900017904,15,2,8,5,122,,5/8/01 0:00,122,86CD649587BE0327E0440003BACE90BC,7.021997SP
7.051997SP,7.051997SP,1997SP,7,7.05,7.05,General Biochemistry,7.05,7.05,,,,N,Not for graduate credit,7,Biology,Science,"Brown, Gene",900028158,12,5,0,7,222,,5/8/01 0:00,222,86CD649587BF0327E0440003BACE90BC,7.051997SP
7.081997SP,7.081997SP,1997SP,7,7.08,7.08,Molecular Biology,7.08,7.08,,,,N,Not for graduate credit,7,Biology,Science,"RajBhandary, Uttam",900025448,12,4,0,8,122,,5/8/01 0:00,122,86CD649587C00327E0440003BACE90BC,7.081997SP
7.111997SP,7.111997SP,1997SP,7,7.11,7.11,Biology Teaching,7.11,7.11,,,,N,Not for graduate credit,7,Biology,Science,"Fitzgerald, Sue",900012931,1,0,1,0,1,,5/8/01 0:00,1,86CD649587C10327E0440003BACE90BC,7.111997SP
7.171997SP,7.171997SP,1997SP,7,7.17,7.17,Biotechnology III,7.17,7.17,,,,N,Not for graduate credit,7,Biology,Science,"Matsudaira, Paul",900027818,24,2,16,6,13,,5/8/01 0:00,13,86CD649587C30327E0440003BACE90BC,7.171997SP
7.221997SP,7.221997SP,1997SP,7,7.22,7.22,Developmental Biology,7.22,7.22,,,,N,Not for graduate credit,7,Biology,Science,"Jaenisch, Rudolf",900019749,12,4,0,8,28,,5/8/01 0:00,28,86CD649587C40327E0440003BACE90BC,7.221997SP
SP.4561998SP,21A.2301998SP,1998SP,SP,SP.456, SP.456,Contemporary Family,21A.230,21A.230,J,Joint subject,"21A.230, SP.456",N,Not for graduate credit,WMN,Women's Studies,"MIT, academic","Jackson, Jean",900024569,12,3,0,9,3,72,5/8/01 0:00,3,86CD64959CFA0327E0440003BACE90BC,SP.4561998SP
10.5721998SP,10.5721998SP,1998SP,10,10.572,10.572,Principles of Combustion,10.572,10.572,,,,H,Higher level graduate program,10,Chemical Engineering,Engineering,"Howard, Jack",900025574,9,3,0,6,13,,5/8/01 0:00,13,86CD64959A3D0327E0440003BACE90BC,10.5721998SP
10.9791998SP,10.9791998SP,1998SP,10,10.979,10.979,Plasma Processing,10.979,10.979,,,,G,Graduate program,10,Chemical Engineering,Engineering,"Sawin, Herbert",900026760,6,2,0,4,7,,5/8/01 0:00,7,86CD64959A4D0327E0440003BACE90BC,10.9791998SP
10.9811998SP,10.9811998SP,1998SP,10,10.981,10.981,Sem: Colloid Interface Science,10.981,10.981,,,,G,Graduate program,10,Chemical Engineering,Engineering,"Blankschtein, Daniel",900014184,6,2,0,4,15,,5/8/01 0:00,15,86CD64959A4F0327E0440003BACE90BC,10.9811998SP
22.0121998SP,22.0121998SP,1998SP,22,22.012,22.012,Seminar in Fusion &Plasma Phys,22.012,22.012,,,,N,Not for graduate credit,22,Nuclear Engineering,Engineering,"Freidberg, Jeffrey",900017662,6,2,0,4,7,,5/8/01 0:00,7,86CD64959C700327E0440003BACE90BC,22.0121998SP
HAA.28431998SP,HAA.00001998SP,1998SP,HAA,HAA.2843,HAA.2843,Rediscovering the Mind,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.28431998SP
HAA.28741998SP,HAA.00001998SP,1998SP,HAA,HAA.2874,HAA.2874,VES 159ar: The Moving Image,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.28741998SP
HAA.28831998SP,HAA.00001998SP,1998SP,HAA,HAA.2883,HAA.2883,Astr 218: Radio Astronomy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.28831998SP
HAA.28871998SP,HAA.00001998SP,1998SP,HAA,HAA.2887,HAA.2887,Amer Music in 20th Cent,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.28871998SP
HAA.28881998SP,HAA.00001998SP,1998SP,HAA,HAA.2888,HAA.2888,Spanish 194:Latino Cultures,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.28881998SP
HAA.28971998SP,HAA.00001998SP,1998SP,HAA,HAA.2897,HAA.2897,Theories of Interntl Conflict,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.28971998SP
HAA.29071998SP,HAA.00001998SP,1998SP,HAA,HAA.2907,HAA.2907,"Comp Lit:Text,Image,Cult",HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.29071998SP
HAA.29131998SP,HAA.00001998SP,1998SP,HAA,HAA.2913,HAA.2913,FA 18y:Intro to Art/Arch China,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.29131998SP
HAA.29171998SP,HAA.00001998SP,1998SP,HAA,HAA.2917,HAA.2917,Chinese 105b:Adv Modern,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,0,15,0,3,,5/8/01 0:00,3,,HAA.29171998SP
HAA.29391998SP,HAA.00001998SP,1998SP,HAA,HAA.2939,HAA.2939,Econ 1490:Envrnmt &Nat Resourc,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.29391998SP
HAA.29411998SP,HAA.00001998SP,1998SP,HAA,HAA.2941,HAA.2941,Urdu 102:Intermed Urdu-Hindi,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.29411998SP
HAA.29491998SP,HAA.00001998SP,1998SP,HAA,HAA.2949,HAA.2949,Natl & Intl Security,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.29491998SP
HAA.29531998SP,HAA.00001998SP,1998SP,HAA,HAA.2953,HAA.2953,Nepali 102b:Intermed Nepali,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.29531998SP
HAA.29881998SP,HAA.00001998SP,1998SP,HAA,HAA.2988,HAA.2988,Econ 1380:World Food Economy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.29881998SP
HAA.29901998SP,HAA.00001998SP,1998SP,HAA,HAA.2990,HAA.2990,Econ 2390b:Growth &Distributn,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.29901998SP
HAA.30051998SP,HAA.00001998SP,1998SP,HAA,HAA.3005,HAA.3005,Lit 120:Cityscapes Los Angeles,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.30051998SP
6.8231998SP,6.8231998SP,1998SP,6,6.823,6.823,Computer System Architecture,6.823,6.823,,,,H,Higher level graduate program,6,Electrical Eng & Computer Sci,Engineering,"Arvind,",900036564,12,4,0,8,151,,5/8/01 0:00,151,86CD649599A70327E0440003BACE90BC,6.8231998SP
6.8681998SP,6.8681998SP,1998SP,6,6.868,6.868,The Society of Mind,6.868,6.868,J,Joint subject,"6.868, MAS.731",H,Higher level graduate program,6,Electrical Eng & Computer Sci,Engineering,"Minsky, Marvin",900010410,12,3,0,9,34,38,5/8/01 0:00,34,86CD649599AA0327E0440003BACE90BC,6.8681998SP
22.331998SP,22.331998SP,1998SP,22,22.33,22.33,Nuclear Engineering Design,22.33,22.33,M,Meeting Together,"22.033, 22.33",H,Higher level graduate program,22,Nuclear Engineering,Engineering,"Ballinger, Ronald",900015399,15,2,9,4,4,8,5/8/01 0:00,4,86CD649598B00327E0440003BACE90BC,22.331998SP
22.5611998SP,HST.5841998SP,1998SP,22,22.561,22.561,Magnetic Resonance,HST.584,HST.584,J,Joint subject,"22.561, HST.584",H,Higher level graduate program,22,Nuclear Engineering,Engineering,"Rosen, Bruce",900021152,15,3,0,12,3,6,5/8/01 0:00,3,86CD64959DC50327E0440003BACE90BC,22.5611998SP
12.7541998SP,12.7541998SP,1998SP,12,12.754,12.754,Sem:Oceanography At WHOI,12.754,12.754,,,,H,Higher level graduate program,12,"Earth, Atmos & Planetary Sci",Science,"Peirson, A",JPEIRWHOI,1,0,1,0,0,,5/8/01 0:00,0,86CD64959AC80327E0440003BACE90BC,12.7541998SP
12.8071998SP,12.8071998SP,1998SP,12,12.807,12.807,Atmospheric Physics & Chem II,12.807,12.807,,,,H,Higher level graduate program,12,"Earth, Atmos & Planetary Sci",Science,"Molina, Mario",900029276,12,3,0,9,8,,5/8/01 0:00,8,86CD64959AD50327E0440003BACE90BC,12.8071998SP
13.0151998SP,13.0151998SP,1998SP,13,13.015,13.015,Math Models in Ocean Eng,13.015,13.015,,,,N,Not for graduate credit,13,Ocean Engineering,Engineering,"Makris, Nicholas",900016767,12,3,0,9,6,,5/8/01 0:00,6,86CD64959AF10327E0440003BACE90BC,13.0151998SP
15.4411998SP,15.4411998SP,1998SP,15,15.441,15.441,Advanced Financial Economcs II,15.441,15.441,J,Joint subject,"14.441, 15.441",H,Higher level graduate program,15,Management,Sloan School of Management,"Gromb, Denis",900039884,12,3,0,9,2,6,5/8/01 0:00,2,86CD64959B890327E0440003BACE90BC,15.4411998SP
21M.URG1998SP,21M.URG1998SP,1998SP,21M,21M.URG,21M.URG,Undergraduate Research,21M.URG,21M.URG,,,,N,Not for graduate credit,21M,Music and Theater Arts,"Hum, Arts & Social Sciences","Child, Peter",900027949,1,0,1,0,0,,5/8/01 0:00,0,86CD64959D940327E0440003BACE90BC,21M.URG1998SP
HAA.88051998SP,HAA.00001998SP,1998SP,HAA,HAA.8805,HAA.8805,US Foreign Policy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.88051998SP
HAA.89561998SP,HAA.00001998SP,1998SP,HAA,HAA.8956,HAA.8956,Molec Genetics Neronal Dvlpmnt,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.89561998SP
HAB.11641998SP,HAB.00001998SP,1998SP,HAB,HAB.1164,HAB.1164,Mng Intl Trade &Competn,HAB.0000,HAB.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAB.11641998SP
9.851998SP,9.851998SP,1998SP,9,9.85,9.85,Cognitive Development,9.85,9.85,,,,N,Not for graduate credit,9,Brain and Cognitive Sciences,Science,"Spelke, Elizabeth",900015511,12,3,0,9,43,,5/8/01 0:00,43,86CD649598020327E0440003BACE90BC,9.851998SP
10.2131998SP,10.2131998SP,1998SP,10,10.213,10.213,Chem Eng Thermodynamics,10.213,10.213,,,,N,Not for graduate credit,10,Chemical Engineering,Engineering,"Hatton, T",900025531,12,4,0,8,41,,5/8/01 0:00,41,86CD64959A330327E0440003BACE90BC,10.2131998SP
10.4911998SP,10.4911998SP,1998SP,10,10.491,10.491,Integrated Chem Eng II,10.491,10.491,,,,N,Not for graduate credit,10,Chemical Engineering,Engineering,"Sawin, Herbert",900026760,12,4,0,8,114,,5/8/01 0:00,114,86CD64959A360327E0440003BACE90BC,10.4911998SP
7.4181998SP,7.4181998SP,1998SP,7,7.418,7.418,Biological Oceanography,7.418,7.418,,,,H,Higher level graduate program,7,Biology,Science,"Peirson, A",JPEIRWHOI,1,0,1,0,9,,5/8/01 0:00,9,86CD649599E80327E0440003BACE90BC,7.4181998SP
7.631998SP,7.631998SP,1998SP,7,7.63,7.63,Immunology,7.63,7.63,,,,H,Higher level graduate program,7,Biology,Science,"Tonegawa, Susumu",900028868,12,3,0,9,9,,5/8/01 0:00,9,86CD649597E70327E0440003BACE90BC,7.631998SP
HAK.A4201998SP,HAK.00001998SP,1998SP,HAK,HAK.A420,HAK.A420,Social Capital &Public Affairs,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAK.A4201998SP
HAK.B2131998SP,HAK.00001998SP,1998SP,HAK,HAK.B213,HAK.B213,Tech Innov for Econ Growth,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,6,0,6,0,2,,5/8/01 0:00,2,,HAK.B2131998SP
HAK.F1751998SP,HAK.00001998SP,1998SP,HAK,HAK.F175,HAK.F175,Polit Analy for US Health Plcy,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.F1751998SP
HAK.G2701998SP,HAK.00001998SP,1998SP,HAK,HAK.G270,HAK.G270,HLE-270:Youth Develpmnt Policy,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.G2701998SP
HAK.H2011998SP,HAK.00001998SP,1998SP,HAK,HAK.H201,HAK.H201,Urban Politics&Land Use Policy,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.H2011998SP
HAK.K1011998SP,HAK.00001998SP,1998SP,HAK,HAK.K101,HAK.K101,PAL101: Exercising Leadership,HAK.0000,HAK.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAK.K1011998SP
NIV.RSCH1998SP,NIV.RSCH1998SP,1998SP,NIV,NIV.RSCH,NIV.RSCH,Visiting Student Research,NIV.RSCH,NIV.RSCH,,,,N,Not for graduate credit,NIV,Non-Institute Visitor subject,Non-MIT,,,40,0,40,0,0,,5/8/01 0:00,0,,NIV.RSCH1998SP
HAA.25271998SP,HAA.00001998SP,1998SP,HAA,HAA.2527,HAA.2527,Elem Modern Turkish,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.25271998SP
HAA.25391998SP,HAA.00001998SP,1998SP,HAA,HAA.2539,HAA.2539,Biology 22: Ethology,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.25391998SP
HAA.25481998SP,HAA.00001998SP,1998SP,HAA,HAA.2548,HAA.2548,Govt 90ax:Chinese Elite Politc,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,3,0,9,0,,5/8/01 0:00,0,,HAA.25481998SP
HAA.25521998SP,HAA.00001998SP,1998SP,HAA,HAA.2552,HAA.2552,"The Shogun's Realm, 1600-1868",HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.25521998SP
HAA.25631998SP,HAA.00001998SP,1998SP,HAA,HAA.2563,HAA.2563,Mod Hebrew 120b: Intermediate,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,0,15,0,2,,5/8/01 0:00,2,,HAA.25631998SP
HAA.25651998SP,HAA.00001998SP,1998SP,HAA,HAA.2565,HAA.2565,FA 174z:Themes Wright Criticsm,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,9,3,0,6,0,,5/8/01 0:00,0,,HAA.25651998SP
HAA.25941998SP,HAA.00001998SP,1998SP,HAA,HAA.2594,HAA.2594,Phil 187: Aesthetics,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,1,,5/8/01 0:00,1,,HAA.25941998SP
HAA.26011998SP,HAA.00001998SP,1998SP,HAA,HAA.2601,HAA.2601,English Csr: Fiction Writing I,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.26011998SP
HAA.26131998SP,HAA.00001998SP,1998SP,HAA,HAA.2613,HAA.2613,Econ 1542:Intl Trade Policy,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.26131998SP
HAA.26201998SP,HAA.00001998SP,1998SP,HAA,HAA.2620,HAA.2620,Lit Mind of Mid Ages,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.26201998SP
HAA.26321998SP,HAA.00001998SP,1998SP,HAA,HAA.2632,HAA.2632,GOV 90JW:Political Phil,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.26321998SP
HAA.26341998SP,HAA.00001998SP,1998SP,HAA,HAA.2634,HAA.2634,Econ 1052:Game Theory,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.26341998SP
HAA.26461998SP,HAA.00001998SP,1998SP,HAA,HAA.2646,HAA.2646,Folklore &Mythology 50: Intro,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.26461998SP
HAA.26591998SP,HAA.00001998SP,1998SP,HAA,HAA.2659,HAA.2659,Ital EA: Upper Level,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.26591998SP
HAA.26621998SP,HAA.00001998SP,1998SP,HAA,HAA.2662,HAA.2662,Korean 103b: Advanced,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,15,0,15,0,1,,5/8/01 0:00,1,,HAA.26621998SP
HAA.26731998SP,HAA.00001998SP,1998SP,HAA,HAA.2673,HAA.2673,Hist 1930:Black Slavery,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.26731998SP
HAA.26751998SP,HAA.00001998SP,1998SP,HAA,HAA.2675,HAA.2675,Atmospheric Chem & Physics,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.26751998SP
HAA.26891998SP,HAA.00001998SP,1998SP,HAA,HAA.2689,HAA.2689,Quantum Mechanics,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.26891998SP
HAA.27291998SP,HAA.00001998SP,1998SP,HAA,HAA.2729,HAA.2729,Instruments of Time & Space,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.27291998SP
HAA.27411998SP,HAA.00001998SP,1998SP,HAA,HAA.2741,HAA.2741,Rel 1585:Islam in South Asian,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,H,Higher level graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.27411998SP
HAA.27631998SP,HAA.00001998SP,1998SP,HAA,HAA.2763,HAA.2763,French Ax:Reading French,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,N,Not for graduate credit,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,12,0,12,0,0,,5/8/01 0:00,0,,HAA.27631998SP
HAA.27811998SP,HAA.00001998SP,1998SP,HAA,HAA.2781,HAA.2781,Elem Functional Analysis,HAA.0000,HAA.0000,S,SWE: School-Wide Electives,,G,Graduate program,NIH,Harvard Cross-Enrollment Prog,Non-MIT,,,1,0,1,0,0,,5/8/01 0:00,0,,HAA.27811998SP
